uuid,device_ref,instance,object_type,description,jci_name,name,unit
urn:uuid:6483197e-9ce1-46e7-b3d2-0a95588b3f68,623,3002266,analogInput,Zone Temperature,EBU1.BASEMENT.RM-B702.VAV-B702-1.ZN-T,NAE-123/FC-2.AH4-FEC-004.ZN-T,degreesFahrenheit
urn:uuid:04d37505-a174-4b1b-a5c8-07a476cded3d,623,3002279,analogInput,Supply Air Flow,EBU1.BASEMENT.RM-B702.VAV-B702-1.SA-FLOW,NAE-123/FC-2.AH4-FEC-004.SA-FLOW,cubicFeetPerMinute
urn:uuid:c0b61d21-5257-4a63-8145-0326116e8ecf,623,3002281,analogInput,Exhaust Air Flow,EBU1.BASEMENT.RM-B702.VAV-B702-1.EA-FLOW,NAE-123/FC-2.AH4-FEC-004.EA-FLOW,cubicFeetPerMinute
urn:uuid:a64793a6-d6fa-4483-a6a4-87a703e4ff2d,623,3002303,analogInput,Zone Temperature,EBU1.BASEMENT.RM-B704.VAV-B704-1.ZN-T,NAE-123/FC-2.AH4-SAV-005.ZN-T,degreesFahrenheit
urn:uuid:198804a8-6131-4aa0-913b-13710a10b9ba,623,3002333,analogInput,Zone Temperature,EBU1.BASEMENT.RM-B714.VAV-B714-1.ZN-T,NAE-123/FC-2.AH4-SAV-006.ZN-T,degreesFahrenheit
urn:uuid:fe9b89a3-4807-47ec-af1f-e41565803958,623,3002363,analogInput,Zone Temperature,EBU1.BASEMENT.RM-B716.VAV-B716-1.ZN-T,NAE-123/FC-2.AH4-SAV-007.ZN-T,degreesFahrenheit
urn:uuid:ddb815f6-a44a-4f6e-bedb-3d1ccdc3ef8e,623,3002393,analogInput,Zone Temperature,EBU1.BASEMENT.RM-B718.VAV-B718-1.ZN-T,NAE-123/FC-2.AH4-SAV-008.ZN-T,degreesFahrenheit
urn:uuid:1a07c642-08ff-4b03-9f48-dfb715a31363,623,3002423,analogInput,Zone Temperature,EBU1.BASEMENT.RM-B521.VAV-B521-1.ZN-T,NAE-123/FC-2.AH4-SAV-009.ZN-T,degreesFahrenheit
urn:uuid:d4a877e7-7ca2-4d2c-9ae4-5768c6a5f45e,623,3002453,analogInput,Zone Temperature,EBU1.BASEMENT.RM-B706.VAV-B706-1.ZN-T,NAE-123/FC-2.AH4-SAV-010.ZN-T,degreesFahrenheit
urn:uuid:050c1385-48e0-415a-9567-b70b833bd302,623,3002513,analogInput,Zone Temperature,EBU1.BASEMENT.RM-B519.VAV-B519-1.ZN-T,NAE-123/FC-2.AH4-SAV-012.ZN-T,degreesFahrenheit
urn:uuid:059b0ee0-d9de-4666-b61d-6e66b474d1de,623,3002543,analogInput,Zone Temperature,EBU1.BASEMENT.RM-B517.VAV-B517-1.ZN-T,NAE-123/FC-2.AH4-SAV-013.ZN-T,degreesFahrenheit
urn:uuid:e8e01065-a4b4-45c2-a1bb-59bbe49d154c,623,3002573,analogInput,Zone Temperature,EBU1.BASEMENT.RM-B515.VAV-B515-1.ZN-T,NAE-123/FC-2.AH4-SAV-014.ZN-T,degreesFahrenheit
urn:uuid:4515ef8a-fca9-41e9-84aa-66330f1f288d,623,3002603,analogInput,Zone Temperature,EBU1.BASEMENT.RM-B511.VAV-B511-1.ZN-T,NAE-123/FC-2.AH4-SAV-015.ZN-T,degreesFahrenheit
urn:uuid:86bfbac2-fcca-48c2-951c-ae0c632c0398,623,3002633,analogInput,Zone Temperature,EBU1.BASEMENT.RM-B712.VAV-B712-1.ZN-T,NAE-123/FC-2.AH4-SAV-016.ZN-T,degreesFahrenheit
urn:uuid:35a2f4f5-412b-4b82-808d-f3d755e6e608,623,3002663,analogInput,Zone Temperature,EBU1.BASEMENT.RM-B710.VAV-B710-1.ZN-T,NAE-123/FC-2.AH4-SAV-017.ZN-T,degreesFahrenheit
