uuid,device_ref,instance,object_type,description,jci_name,name,unit
urn:uuid:b95f6136-be29-45b9-b096-348e3bf05b14,645,3000055,analogInput,Zone Temperature,EBU1.5TH-FLR.RM-5000.VAV-5000-1.ZN-T,NAE-145/FC-1.AH9-VMA-005.ZN-T,degreesFahrenheit
urn:uuid:22800603-64e8-4e9a-aa7d-f4dadc9a8f9d,645,3000057,analogInput,Supply Air Temperature,EBU1.5TH-FLR.RM-5000.VAV-5000-1.SA-T,NAE-145/FC-1.AH9-VMA-005.SA-T,degreesFahrenheit
urn:uuid:704f8b91-31f9-4dcb-bd17-4e161d5a5bdb,645,3000166,analogInput,Zone Temperature,EBU1.5TH-FLR.RM-5311.VAV-5311-1.ZN-T,NAE-145/FC-1.AH18-FEC-011.ZN-T,degreesFahrenheit
urn:uuid:ace7e325-5b30-494e-9280-5b66df225e2a,645,3000173,analogInput,Supply Air Flow,EBU1.5TH-FLR.RM-5311.VAV-5311-1.SA-FLOW,NAE-145/FC-1.AH18-FEC-011.SA-FLOW,cubicFeetPerMinute
urn:uuid:0d485495-c19b-4370-81ae-7f505678a93d,645,3000174,analogInput,Exhaust Air Flow,EBU1.5TH-FLR.RM-5311.VAV-5311-1.EA-FLOW,NAE-145/FC-1.AH18-FEC-011.EA-FLOW,cubicFeetPerMinute
urn:uuid:cb8dc574-cf71-4f81-80e5-4158e646e469,645,3000181,analogInput,Fume Hood 1 Air Flow,EBU1.5TH-FLR.RM-5311.VAV-5311-1.FUME1-FLOW,NAE-145/FC-1.AH18-FEC-011.FUME1-FLOW,cubicFeetPerMinute
urn:uuid:bc5fec59-0a79-4742-9b56-7fd1a1d99eac,645,3000182,analogInput,Fume Hood 1 Sash Position,EBU1.5TH-FLR.RM-5311.VAV-5311-1.FUME1-SASH,NAE-145/FC-1.AH18-FEC-011.FUME1-SASH,percent
urn:uuid:a3832e15-77b6-42da-8e3c-48dc158ed165,645,3000184,analogInput,Zone Temperature,EBU1.5TH-FLR.RM-5506.VAV-5506-1.ZN-T,NAE-145/FC-1.AH18-FEC-012.ZN-T,degreesFahrenheit
urn:uuid:dfe1be7b-fe5e-4f99-95ea-0d57ad5ac87d,645,3000191,analogInput,Supply Air Flow,EBU1.5TH-FLR.RM-5506.VAV-5506-1.SA-FLOW,NAE-145/FC-1.AH18-FEC-012.SA-FLOW,cubicFeetPerMinute
urn:uuid:9c90c825-8d94-48ee-8d17-e7e264f694a0,645,3000192,analogInput,Exhaust Air Flow,EBU1.5TH-FLR.RM-5506.VAV-5506-1.EA-FLOW,NAE-145/FC-1.AH18-FEC-012.EA-FLOW,cubicFeetPerMinute
urn:uuid:ddc2f491-86a4-4cee-95e0-a970b29adb5e,645,3000200,analogInput,Zone Temperature,EBU1.5TH-FLR.RM-5313.VAV-5313-1.ZN-T,NAE-145/FC-1.AH18-FEC-013.ZN-T,degreesFahrenheit
urn:uuid:0c949b9d-a92b-48e3-8f55-69963e4da05f,645,3000207,analogInput,Supply Air Flow,EBU1.5TH-FLR.RM-5313.VAV-5313-1.SA-FLOW,NAE-145/FC-1.AH18-FEC-013.SA-FLOW,cubicFeetPerMinute
urn:uuid:e66c2ade-75bb-408a-a5eb-51d370d0f987,645,3000208,analogInput,Exhaust Air Flow,EBU1.5TH-FLR.RM-5313.VAV-5313-1.EA-FLOW,NAE-145/FC-1.AH18-FEC-013.EA-FLOW,cubicFeetPerMinute
urn:uuid:a0a353b8-fb23-4c48-a5a5-0e77c8cdfd43,645,3000215,analogInput,Fume Hood 1 Air Flow,EBU1.5TH-FLR.RM-5313.VAV-5313-1.FUME1-FLOW,NAE-145/FC-1.AH18-FEC-013.FUME1-FLOW,cubicFeetPerMinute
