uuid,device_ref,instance,object_type,description,jci_name,name,unit
urn:uuid:f2c030bd-f262-43c4-92ca-cf9c987ce14c,999,3000086,analogInput,Zone Temperature,SDSC.B2-FLR.RM-B230.VAV-1.ZN-T,NAE-20/FC-1.AH1-VMA-004.ZN-T,degreesFahrenheit
urn:uuid:36a4be83-7e0e-430e-95dc-8db3a4652c06,999,3000088,analogInput,Supply Air Temperature,SDSC.B2-FLR.RM-B230.VAV-1.SA-T,NAE-20/FC-1.AH1-VMA-004.SA-T,degreesFahrenheit
urn:uuid:5c7d8d4a-c27c-4685-af6b-14cc84a0f54b,999,3000089,analogInput,Zone Carbon Dioxide Level,SDSC.B2-FLR.RM-B230.VAV-1.ZN-CO2,NAE-20/FC-1.AH1-VMA-004.ZN-CO2,partsPerMillion
urn:uuid:b867fbe9-b07e-40f2-8ea0-ede44014fb65,999,3000099,analogInput,Supply Air Velocity Pressure,SDSC.B2-FLR.RM-B230.VAV-1.SA-VP,NAE-20/FC-1.AH1-VMA-004.SA-VP,inchesOfWater
urn:uuid:fc778693-19d0-4ace-8662-ff5e280c63d5,999,3000113,analogInput,Zone Temperature,SDSC.B2-FLR.RM-B234.VAV-2.ZN-T,NAE-20/FC-1.AH1-VMA-005.ZN-T,degreesFahrenheit
urn:uuid:097743a4-1ebd-4592-b9ae-24cca5e976ce,999,3000115,analogInput,Supply Air Temperature,SDSC.B2-FLR.RM-B234.VAV-2.SA-T,NAE-20/FC-1.AH1-VMA-005.SA-T,degreesFahrenheit
urn:uuid:0704ad71-9984-4d87-94bf-429bf463d076,999,3000116,analogInput,Zone Carbon Dioxide Level,SDSC.B2-FLR.RM-B234.VAV-2.ZN-CO2,NAE-20/FC-1.AH1-VMA-005.ZN-CO2,partsPerMillion
urn:uuid:4d29a05d-2b36-4393-b27c-ae8988336cc3,999,3000126,analogInput,Supply Air Velocity Pressure,SDSC.B2-FLR.RM-B234.VAV-2.SA-VP,NAE-20/FC-1.AH1-VMA-005.SA-VP,inchesOfWater
urn:uuid:b3c0f4fe-aa01-4a55-9494-de54be9e487f,999,3000140,analogInput,Zone Temperature,SDSC.B2-FLR.RM-B210/B201.VAV-3.ZN-T,NAE-20/FC-1.AH2-VMA-006.ZN-T,degreesFahrenheit
urn:uuid:e2e1b4b0-ede2-4f5a-b8e7-fe334b80faba,999,3000142,analogInput,Supply Air Temperature,SDSC.B2-FLR.RM-B210/B201.VAV-3.SA-T,NAE-20/FC-1.AH2-VMA-006.SA-T,degreesFahrenheit
urn:uuid:360f9872-224b-45e9-a735-9c37deaff0aa,999,3000143,analogInput,Zone Carbon Dioxide Level,SDSC.B2-FLR.RM-B210/B201.VAV-3.ZN-CO2,NAE-20/FC-1.AH2-VMA-006.ZN-CO2,partsPerMillion
