uuid,device_ref,instance,object_type,description,jci_name,name,unit
urn:uuid:620a0d08-efa1-4a6f-b5bb-0c2d4cbce9c7,651,3012820,analogInput,Actual Cooling Setpt,Cal IT.VMA057 (RM-1500).ACTCLGSP,NAE-151/N2-1.1-1VAV1-56.ACTCLGSP,degreesFahrenheit
urn:uuid:90e91efa-bf31-4920-817b-e339380860d0,651,3012821,analogInput,Actual Heating Setpt,Cal IT.VMA057 (RM-1500).ACTHTGSP,NAE-151/N2-1.1-1VAV1-56.ACTHTGSP,degreesFahrenheit
urn:uuid:0a90cbf3-6f0d-48eb-9d60-34d0f297f00a,651,3012825,analogInput,Actual Damper Position,Cal IT.VMA057 (RM-1500).DMPR-POS,NAE-151/N2-1.1-1VAV1-56.DMPRPOS,percent
urn:uuid:411875aa-230e-44e8-b15f-abb168458716,651,3012830,analogInput,Actual Supply Flow,Cal IT.VMA057 (RM-1500).SUP-FLOW,NAE-151/N2-1.1-1VAV1-56.SUPFLOW,cubicFeetPerMinute
urn:uuid:6017ef95-a968-4171-931d-2a5735a50e0f,651,3012831,analogInput,Warm/Cool Adjust,Cal IT.VMA057 (RM-1500).W-C-ADJ,NAE-151/N2-1.1-1VAV1-56.W-C-ADJ,degreesFahrenheit
urn:uuid:119de41a-e368-4e96-84fc-d9e2da7287e6,651,3012832,analogInput,Zone Temperature,Cal IT.VMA057 (RM-1500).ZN-T,NAE-151/N2-1.1-1VAV1-56.ZN-T,degreesFahrenheit
urn:uuid:00d739a7-3110-4d40-b959-dfc3e7251038,651,3012837,analogInput,Actual Cooling Setpt,Cal IT.VMA007 (RM-1001A).ACTCLGSP,NAE-151/N2-1.1-1VAV1-7.ACTCLGSP,degreesFahrenheit
urn:uuid:22839e8f-d1be-4f05-ace5-c0ab3d97f79c,651,3012838,analogInput,Actual Heating Setpt,Cal IT.VMA007 (RM-1001A).ACTHTGSP,NAE-151/N2-1.1-1VAV1-7.ACTHTGSP,degreesFahrenheit
urn:uuid:511f8663-5a75-464a-bd64-2f054cb0a203,651,3012842,analogInput,Actual Damper Position,Cal IT.VMA007 (RM-1001A).DMPR-POS,NAE-151/N2-1.1-1VAV1-7.DMPRPOS,percent
urn:uuid:8904251a-60e6-4b1b-b1a9-c4b9a98d3545,651,3012847,analogInput,Actual Supply Flow,Cal IT.VMA007 (RM-1500).SUP-FLOW,NAE-151/N2-1.1-1VAV1-7.SUPFLOW,cubicFeetPerMinute
urn:uuid:b303f5fa-5df1-4faf-9a78-ef4486855fc0,651,3012848,analogInput,Warm/Cool Adjust,Cal IT.VMA007 (RM-1500).W-C-ADJ,NAE-151/N2-1.1-1VAV1-7.W-C-ADJ,degreesFahrenheit
urn:uuid:13f2a69d-8bdd-4602-8b9d-c9fb6e8bb3b9,651,3012849,analogInput,Zone Temperature,Cal IT.VMA007 (RM-1500).ZN-T,NAE-151/N2-1.1-1VAV1-7.ZN-T,degreesFahrenheit
urn:uuid:5e73b356-9251-4510-9482-5e4395056a19,651,3012892,analogInput,Actual Cooling Setpt,Cal IT.VMA049 (RM-1507).ACTCLGSP,NAE-151/N2-1.1-1VAV1-48.ACTCLGSP,degreesFahrenheit
urn:uuid:80d04f6e-bd21-4cc7-b812-02af031160cb,651,3012893,analogInput,Actual Heating Setpt,Cal IT.VMA049 (RM-1507).ACTHTGSP,NAE-151/N2-1.1-1VAV1-48.ACTHTGSP,degreesFahrenheit
urn:uuid:d917a76e-f754-42d2-8e3d-cd80dcef6e53,651,3012897,analogInput,Actual Damper Position,Cal IT.VMA049 (RM-1507).DMPR-POS,NAE-151/N2-1.1-1VAV1-48.DMPRPOS,percent
urn:uuid:0a9c9f2e-fc44-4be5-b1a3-5da31e553322,651,3012902,analogInput,Actual Supply Flow,Cal IT.VMA049 (RM-1507).SUP-FLOW,NAE-151/N2-1.1-1VAV1-48.SUPFLOW,cubicFeetPerMinute
urn:uuid:4925d614-509d-4edc-9413-5a2c907192c8,651,3012903,analogInput,Warm/Cool Adjust,Cal IT.VMA049 (RM-1507).W-C-ADJ,NAE-151/N2-1.1-1VAV1-48.W-C-ADJ,degreesFahrenheit
