uuid,device_ref,instance,object_type,description,jci_name,name,unit
urn:uuid:9bf8a3df-07b2-4111-9393-3206f11ef1dc,637,3000084,analogValue,Warmer/Cooler Adjust,EBU1.1ST-FLR.RM-1321.VAV-1321-1.WC-ADJ,NAE-137/FC-1.AH6-SAV-006.WC-ADJ,degreesFahrenheit
urn:uuid:25d25888-6a4c-4184-97de-c67f7fa951c7,637,3000085,analogValue,Actual Cooling Setpoint,EBU1.1ST-FLR.RM-1321.VAV-1321-1.ACTCLG-STPT,NAE-137/FC-1.AH6-SAV-006.ACTCLG-STPT,degreesFahrenheit
urn:uuid:e4fd1df0-56cb-4c69-980a-54ba93bd0e0e,637,3000086,analogValue,Actual Heating Setpoint,EBU1.1ST-FLR.RM-1321.VAV-1321-1.ACTHTG-STPT,NAE-137/FC-1.AH6-SAV-006.ACTHTG-STPT,degreesFahrenheit
urn:uuid:7c0c2745-3f72-459d-afc6-0daf2b889f66,637,3000087,analogValue,Occupied Temperature Setpoint,EBU1.1ST-FLR.RM-1321.VAV-1321-1.OCCTEMP-STPT,NAE-137/FC-1.AH6-SAV-006.OCCTEMP-STPT,noUnits
urn:uuid:7d39cdc5-ab5f-4388-a2c7-e97f37142068,637,3000088,analogValue,Occupied Temperature Deadband,EBU1.1ST-FLR.RM-1321.VAV-1321-1.OCCTEMP-DB,NAE-137/FC-1.AH6-SAV-006.OCCTEMP-DB,degreesFahrenheit
urn:uuid:a706e7a7-01d3-4160-b1cf-12a2d5575238,637,3000090,analogValue,Cooling Demand,EBU1.1ST-FLR.RM-1321.VAV-1321-1.CLG-DMD,NAE-137/FC-1.AH6-SAV-006.CLG-DMD,noUnits
urn:uuid:56ea5825-0f1f-45e9-93cd-6d40a221fb52,637,3000093,analogValue,Supply Flow Command,EBU1.1ST-FLR.RM-1321.VAV-1321-1.SUPFLOW-COMMAND,NAE-137/FC-1.AH6-SAV-006.SUPFLOW-COMMAND,noUnits
urn:uuid:4e517155-d291-41d9-bd1d-bbabe8120f2c,637,3000094,analogValue,Supply Flow Feedback,EBU1.1ST-FLR.RM-1321.VAV-1321-1.SUPFLOW-FEEDBACK,NAE-137/FC-1.AH6-SAV-006.SUPFLOW-FEEDBACK,noUnits
urn:uuid:95d070b9-4372-4749-bc0b-fdaf674374bd,637,3000095,analogValue,Exhaust Flow Command,EBU1.1ST-FLR.RM-1321.VAV-1321-1.EXHFLOW-COMMAND,NAE-137/FC-1.AH6-SAV-006.EXHFLOW-COMMAND,noUnits
urn:uuid:d2ed3449-32ac-4f35-8c70-647dfb43c266,637,3000096,analogValue,Exhaust Flow Feedback,EBU1.1ST-FLR.RM-1321.VAV-1321-1.EXHFLOW-FEEDBACK,NAE-137/FC-1.AH6-SAV-006.EXHFLOW-FEEDBACK,noUnits
urn:uuid:7f187ccd-fff3-40df-a71d-51dfb8f58261,637,3000097,analogValue,Unoccupied Cooling Setpoint,EBU1.1ST-FLR.RM-1321.VAV-1321-1.UNOCCCLG-STPT,NAE-137/FC-1.AH6-SAV-006.UNOCCCLG-STPT,degreesFahrenheit
urn:uuid:fbd33452-c6a5-418b-8767-c2a1f3a72ca1,637,3000098,analogValue,Unoccupied Heating Setpoint,EBU1.1ST-FLR.RM-1321.VAV-1321-1.UNOCCHTG-STPT,NAE-137/FC-1.AH6-SAV-006.UNOCCHTG-STPT,degreesFahrenheit
urn:uuid:69ad9f05-58b4-4a6b-a8a9-aaae79010e3e,637,3000104,analogValue,Warmer/Cooler Adjust,EBU1.1ST-FLR.RM-1325.VAV-1325-1.WC-ADJ,NAE-137/FC-1.AH6-FEC-007.WC-ADJ,degreesFahrenheit
urn:uuid:497e174f-42cc-41bb-a52d-f42347427b95,637,3000105,analogValue,Common Setpoint,EBU1.1ST-FLR.RM-1325.VAV-1325-1.COM-STPT,NAE-137/FC-1.AH6-FEC-007.COM-STPT,degreesFahrenheit
urn:uuid:7fb4f4be-00ed-43ac-aeb4-5c46d85aace3,637,3000106,analogValue,Actual Cooling Setpoint,EBU1.1ST-FLR.RM-1325.VAV-1325-1.ACTCLG-STPT,NAE-137/FC-1.AH6-FEC-007.ACTCLG-STPT,degreesFahrenheit
urn:uuid:1ed361b9-6e28-4b76-9540-7b7d231bcd66,637,3000107,analogValue,Actual Heating Setpoint,EBU1.1ST-FLR.RM-1325.VAV-1325-1.ACTHTG-STPT,NAE-137/FC-1.AH6-FEC-007.ACTHTG-STPT,degreesFahrenheit
urn:uuid:0983d193-256c-45a8-823c-dce9399c0b35,637,3000108,analogValue,Cooling Coomand,EBU1.1ST-FLR.RM-1325.VAV-1325-1.CLG-CMD,NAE-137/FC-1.AH6-FEC-007.CLG-CMD,percent
urn:uuid:33968e71-03ce-42b5-8d6a-f2f315547da1,637,3000112,analogValue,Supply Air Flow Setpoint,EBU1.1ST-FLR.RM-1325.VAV-1325-1.SAFLOW-STPT,NAE-137/FC-1.AH6-FEC-007.SAFLOW-STPT,cubicFeetPerMinute
urn:uuid:97ac1aff-2114-4b3f-bb1b-4f46296f4d05,637,3000122,analogValue,Warmer/Cooler Adjust,EBU1.1ST-FLR.RM-1516.VAV-1516-1.WC-ADJ,NAE-137/FC-1.AH6-FEC-008.WC-ADJ,degreesFahrenheit
urn:uuid:43d8d5ef-3644-4f9e-b437-c2bb7b3f308f,637,3000123,analogValue,Common Setpoint,EBU1.1ST-FLR.RM-1516.VAV-1516-1.COM-STPT,NAE-137/FC-1.AH6-FEC-008.COM-STPT,degreesFahrenheit
urn:uuid:a79287a8-0685-4bea-a884-941650d74510,637,3000124,analogValue,Actual Cooling Setpoint,EBU1.1ST-FLR.RM-1516.VAV-1516-1.ACTCLG-STPT,NAE-137/FC-1.AH6-FEC-008.ACTCLG-STPT,degreesFahrenheit
urn:uuid:749ef196-c8b3-4691-a016-abc6132c017e,637,3000125,analogValue,Actual Heating Setpoint,EBU1.1ST-FLR.RM-1516.VAV-1516-1.ACTHTG-STPT,NAE-137/FC-1.AH6-FEC-008.ACTHTG-STPT,degreesFahrenheit
urn:uuid:c7bcc2ed-ebb7-4def-b251-9262e04dc274,637,3000126,analogValue,Cooling Command,EBU1.1ST-FLR.RM-1516.VAV-1516-1.CLG-CMD,NAE-137/FC-1.AH6-FEC-008.CLG-CMD,percent
urn:uuid:661095b6-cb8f-4952-9999-28174ecd6410,637,3000130,analogValue,Supply Air Flow Setpoint,EBU1.1ST-FLR.RM-1516.VAV-1516-1.SAFLOW-STPT,NAE-137/FC-1.AH6-FEC-008.SAFLOW-STPT,cubicFeetPerMinute
urn:uuid:073a6ca8-302a-4d1c-bedf-44a848209925,637,3000143,analogValue,Warmer/Cooler Adjust,EBU1.1ST-FLR.RM-1811.VAV-1811-1.WC-ADJ,NAE-137/FC-1.AH6-SAV-009.WC-ADJ,degreesFahrenheit
urn:uuid:7332804d-84aa-4963-98af-45c31cd8a1c3,637,3000144,analogValue,Actual Cooling Setpoint,EBU1.1ST-FLR.RM-1811.VAV-1811-1.ACTCLG-STPT,NAE-137/FC-1.AH6-SAV-009.ACTCLG-STPT,degreesFahrenheit
urn:uuid:a2eb3a47-8502-4f5e-8cec-88735c3e2b2b,637,3000145,analogValue,Actual Heating Setpoint,EBU1.1ST-FLR.RM-1811.VAV-1811-1.ACTHTG-STPT,NAE-137/FC-1.AH6-SAV-009.ACTHTG-STPT,degreesFahrenheit
urn:uuid:fa31d44a-0740-4e6d-923a-43735a7fc3a0,637,3000146,analogValue,Occupied Temperature Setpoint,EBU1.1ST-FLR.RM-1811.VAV-1811-1.OCCTEMP-STPT,NAE-137/FC-1.AH6-SAV-009.OCCTEMP-STPT,noUnits
