uuid,device_ref,instance,object_type,description,jci_name,name,unit
urn:uuid:08b452a9-11a1-4309-9541-cadddf82835b,639,3000035,analogInput,Zone Temperature,EBU1.2ND-FLR.RM-2315.VAV-2315-1.ZN-T,NAE-139/FC-1.AH10-VMA-004.ZN-T,degreesFahrenheit
urn:uuid:86bb2daa-2445-4c84-a4da-2ac060662b56,639,3000037,analogInput,Supply Air Temperature,EBU1.2ND-FLR.RM-2315.VAV-2315-1.SA-T,NAE-139/FC-1.AH10-VMA-004.SA-T,degreesFahrenheit
urn:uuid:f81699f1-5e0b-4af2-8f43-b78623ef7d57,639,3000049,analogInput,Zone Temperature,EBU1.2ND-FLR.RM-2514.VAV-2514-1.ZN-T,NAE-139/FC-1.AH10-VMA-005.ZN-T,degreesFahrenheit
urn:uuid:4bfdb91e-d885-4d8d-a17e-1f6094e8a150,639,3000051,analogInput,Supply Air Temperature,EBU1.2ND-FLR.RM-2514.VAV-2514-1.SA-T,NAE-139/FC-1.AH10-VMA-005.SA-T,degreesFahrenheit
urn:uuid:11c38bd9-bfe1-45ad-a5f6-eedfd199f060,639,3000063,analogInput,Zone Temperature,EBU1.2ND-FLR.RM-2317.VAV-2317-1.ZN-T,NAE-139/FC-1.AH10-VMA-006.ZN-T,degreesFahrenheit
urn:uuid:9177bff2-4aea-44a7-9ecb-c1e8b2c31a62,639,3000065,analogInput,Supply Air Temperature,EBU1.2ND-FLR.RM-2317.VAV-2317-1.SA-T,NAE-139/FC-1.AH10-VMA-006.SA-T,degreesFahrenheit
urn:uuid:cd520af4-7bf0-4bda-bad8-17ff549deeb7,639,3000077,analogInput,Zone Temperature,EBU1.2ND-FLR.RM-2516.VAV-2516-1.ZN-T,NAE-139/FC-1.AH10-VMA-007.ZN-T,degreesFahrenheit
urn:uuid:619c4241-047e-493d-be81-de1d29a7c759,639,3000079,analogInput,Supply Air Temperature,EBU1.2ND-FLR.RM-2516.VAV-2516-1.SA-T,NAE-139/FC-1.AH10-VMA-007.SA-T,degreesFahrenheit
urn:uuid:8420676a-c560-4990-b2e9-a1cc290a2e84,639,3000091,analogInput,Zone Temperature,EBU1.2ND-FLR.RM-2321.VAV-2321-1.ZN-T,NAE-139/FC-1.AH10-VMA-008.ZN-T,degreesFahrenheit
urn:uuid:0db5e50c-cfed-42ed-a035-ea224a1a3387,639,3000093,analogInput,Supply Air Temperature,EBU1.2ND-FLR.RM-2321.VAV-2321-1.SA-T,NAE-139/FC-1.AH10-VMA-008.SA-T,degreesFahrenheit
urn:uuid:78fa363f-2858-4745-8412-d7601c1b7f47,639,3000105,analogInput,Zone Temperature,EBU1.2ND-FLR.RM-2518.VAV-2518-1.ZN-T,NAE-139/FC-1.AH10-VMA-009.ZN-T,degreesFahrenheit
urn:uuid:3d68918e-e3a5-4e88-9c45-15b9d6e4aaf5,639,3000107,analogInput,Supply Air Temperature,EBU1.2ND-FLR.RM-2518.VAV-2518-1.SA-T,NAE-139/FC-1.AH10-VMA-009.SA-T,degreesFahrenheit
urn:uuid:67148af1-d624-4d69-afdf-9143fe645e2b,639,3000119,analogInput,Zone Temperature,EBU1.2ND-FLR.RM-2520.VAV-2520-1.ZN-T,NAE-139/FC-1.AH10-VMA-010.ZN-T,degreesFahrenheit
urn:uuid:6b5da303-ce70-456e-9419-2aa6038d9b24,639,3000121,analogInput,Supply Air Temperature,EBU1.2ND-FLR.RM-2520.VAV-2520-1.SA-T,NAE-139/FC-1.AH10-VMA-010.SA-T,degreesFahrenheit
urn:uuid:d6200a67-3ace-4ad1-b87f-1ced421aeb99,639,3000133,analogInput,Zone Temperature,EBU1.2ND-FLR.RM-2323.VAV-2323-1.ZN-T,NAE-139/FC-1.AH10-VMA-011.ZN-T,degreesFahrenheit
urn:uuid:95ff6d1b-9cc2-4485-a548-101692597bbb,639,3000135,analogInput,Supply Air Temperature,EBU1.2ND-FLR.RM-2323.VAV-2323-1.SA-T,NAE-139/FC-1.AH10-VMA-011.SA-T,degreesFahrenheit
urn:uuid:56932cad-6387-449a-8d98-bd72c1574777,639,3000149,analogInput,Supply Air Temperature,EBU1.2ND-FLR.RM-2327.AH10.SA-T,NAE-139/FC-1.AH10-FAC-012.SA-T,degreesFahrenheit
urn:uuid:4a83ab75-0ffd-422e-b64d-5825ac8f5096,639,3000150,analogInput,Return Air Temperature,EBU1.2ND-FLR.RM-2327.AH10.RA-T,NAE-139/FC-1.AH10-FAC-012.RA-T,degreesFahrenheit
urn:uuid:6c599373-3c17-44b8-b1f3-d80e33877568,639,3000151,analogInput,Mixed Air Temperature,EBU1.2ND-FLR.RM-2327.AH10.MA-T,NAE-139/FC-1.AH10-FAC-012.MA-T,degreesFahrenheit
urn:uuid:65a597ec-9db4-433f-835c-41b1c151a93e,639,3000153,analogInput,Chill Water Return Temperature,EBU1.2ND-FLR.RM-2327.AH10.CHWR-T,NAE-139/FC-1.AH10-FAC-012.CHWR-T,degreesFahrenheit
urn:uuid:6d4cbc41-0b3c-4f86-aa3f-5709f374bbc7,639,3000161,analogInput,Supply Air Static Pressure,EBU1.2ND-FLR.RM-2327.AH10.SA-SP,NAE-139/FC-1.AH10-FAC-012.SA-SP,inchesOfWater
urn:uuid:1fb48aee-17ad-4338-84ed-19419b10c650,639,3000165,analogInput,Building Static Pressure,EBU1.2ND-FLR.RM-2327.AH10.BLDG-SP,NAE-139/FC-1.AH10-FAC-012.BLDG-SP,inchesOfWater
urn:uuid:e7aa2ff2-c187-4f53-afb6-12fdd3dc22a7,639,3000209,analogInput,Supply Air Temperature,EBU1.1ST-FLR.RM-1337.AH6.SA-T,NAE-139/FC-1.AH6-FAC-015.SA-T,degreesFahrenheit
urn:uuid:f812d859-9e31-482e-8adb-107af5473998,639,3000210,analogInput,Chilled Water Return Temperature,EBU1.1ST-FLR.RM-1337.AH6.CHWR-T,NAE-139/FC-1.AH6-FAC-015.CHWR-T,degreesFahrenheit
urn:uuid:2d164f89-2301-483e-9b37-5d419ca752ae,639,3000216,analogInput,Supply Air Static Pressure,EBU1.1ST-FLR.RM-1337.AH6.SA-SP,NAE-139/FC-1.AH6-FAC-015.SA-SP,inchesOfWater
urn:uuid:3361b828-aac0-456b-b7c6-2381e7c5d959,639,3000238,analogInput,Zone Temperature,EBU1.2ND-FLR.RM-2512.VAV-2512-1.ZN-T,NAE-139/FC-2.AH10-VMA-004.ZN-T,degreesFahrenheit
urn:uuid:48d675e2-4b0c-44ae-a97a-7a87ea35cc96,639,3000240,analogInput,Supply Air Temperature,EBU1.2ND-FLR.RM-2512.VAV-2512-1.SA-T,NAE-139/FC-2.AH10-VMA-004.SA-T,degreesFahrenheit
urn:uuid:99657f4e-e116-4e38-a37e-edaa89657435,639,3000252,analogInput,Zone Temperature,EBU1.2ND-FLR.RM-2512.VAV-2512-2.ZN-T,NAE-139/FC-2.AH10-VMA-005.ZN-T,degreesFahrenheit
